"fld_dim","sim","fit_model","job"
300,68,"INLA",1872
50,69,"INLA",1873
100,69,"INLA",1874
200,69,"INLA",1875
300,69,"INLA",1876
50,70,"INLA",1877
100,70,"INLA",1878
200,70,"INLA",1879
300,70,"INLA",1880
50,71,"INLA",1881
100,71,"INLA",1882
200,71,"INLA",1883
300,71,"INLA",1884
50,72,"INLA",1885
100,72,"INLA",1886
200,72,"INLA",1887
300,72,"INLA",1888
50,73,"INLA",1889
100,73,"INLA",1890
200,73,"INLA",1891
300,73,"INLA",1892
50,74,"INLA",1893
100,74,"INLA",1894
200,74,"INLA",1895
300,74,"INLA",1896
50,75,"INLA",1897
100,75,"INLA",1898
200,75,"INLA",1899
300,75,"INLA",1900
50,76,"INLA",1901
100,76,"INLA",1902
200,76,"INLA",1903
300,76,"INLA",1904
50,77,"INLA",1905
100,77,"INLA",1906
200,77,"INLA",1907
300,77,"INLA",1908
50,78,"INLA",1909
100,78,"INLA",1910
200,78,"INLA",1911
300,78,"INLA",1912
50,79,"INLA",1913
100,79,"INLA",1914
200,79,"INLA",1915
300,79,"INLA",1916
50,80,"INLA",1917
100,80,"INLA",1918
200,80,"INLA",1919
300,80,"INLA",1920
50,81,"INLA",1921
100,81,"INLA",1922
200,81,"INLA",1923
300,81,"INLA",1924
50,82,"INLA",1925
100,82,"INLA",1926
200,82,"INLA",1927
300,82,"INLA",1928
50,83,"INLA",1929
100,83,"INLA",1930
200,83,"INLA",1931
300,83,"INLA",1932
50,84,"INLA",1933
100,84,"INLA",1934
200,84,"INLA",1935
300,84,"INLA",1936
50,85,"INLA",1937
100,85,"INLA",1938
200,85,"INLA",1939
300,85,"INLA",1940
50,86,"INLA",1941
100,86,"INLA",1942
200,86,"INLA",1943
300,86,"INLA",1944
50,87,"INLA",1945
100,87,"INLA",1946
200,87,"INLA",1947
300,87,"INLA",1948
50,88,"INLA",1949
100,88,"INLA",1950
200,88,"INLA",1951
300,88,"INLA",1952
50,89,"INLA",1953
100,89,"INLA",1954
200,89,"INLA",1955
300,89,"INLA",1956
50,90,"INLA",1957
100,90,"INLA",1958
200,90,"INLA",1959
300,90,"INLA",1960
50,91,"INLA",1961
100,91,"INLA",1962
200,91,"INLA",1963
300,91,"INLA",1964
50,92,"INLA",1965
100,92,"INLA",1966
200,92,"INLA",1967
300,92,"INLA",1968
50,93,"INLA",1969
100,93,"INLA",1970
200,93,"INLA",1971
300,93,"INLA",1972
50,94,"INLA",1973
100,94,"INLA",1974
200,94,"INLA",1975
300,94,"INLA",1976
50,95,"INLA",1977
100,95,"INLA",1978
200,95,"INLA",1979
300,95,"INLA",1980
50,96,"INLA",1981
100,96,"INLA",1982
200,96,"INLA",1983
300,96,"INLA",1984
50,97,"INLA",1985
100,97,"INLA",1986
200,97,"INLA",1987
300,97,"INLA",1988
50,98,"INLA",1989
100,98,"INLA",1990
200,98,"INLA",1991
300,98,"INLA",1992
50,99,"INLA",1993
100,99,"INLA",1994
200,99,"INLA",1995
300,99,"INLA",1996
50,100,"INLA",1997
100,100,"INLA",1998
200,100,"INLA",1999
300,100,"INLA",2000
